"sample" "diphthong" "speaker" "T1_0." "T1_10." "T1_20." "T1_30." "T1_40." "T1_50." "T1_60." "T1_70." "T1_80." "T1_90." "T1_100." "T2_0." "T2_10." "T2_20." "T2_30." "T2_40." "T2_50." "T2_60." "T2_70." "T2_80." "T2_90." "T2_100." "T3_0." "T3_10." "T3_20." "T3_30." "T3_40." "T3_50." "T3_60." "T3_70." "T3_80." "T3_90." "T3_100." "T4_0." "T4_10." "T4_20." "T4_30." "T4_40." "T4_50." "T4_60." "T4_70." "T4_80." "T4_90." "T4_100."
"132" 132 "aI" "F" 292 780.169491525424 840.372881355932 868.949152542373 806.745762711864 738.542372881356 644.033898305085 632.237288135593 582.237288135593 505.898305084746 311 1071 1175.72881355932 1399.10169491525 1559.4406779661 1800.74576271186 2115.4406779661 2481.49152542373 2339.42372881356 2376.05084745763 2286.84745762712 2079 2271 3329.8813559322 3381.03389830508 3488.33898305085 3014.32203389831 3107.33898305085 3494.83050847458 3554.49152542373 3226.01694915254 3066.5593220339 3026 3440 3684.03389830508 3960.54237288136 3827.40677966102 4028.1186440678 3958.67796610169 3974.13559322034 4000.20338983051 4060.71186440678 4093.98305084746 4152
"133" 133 "aI" "F" 535 965.898305084746 1000.32203389831 946.559322033898 810.610169491525 753.830508474576 644.254237288136 511.779661016949 485.389830508475 468.050847457627 390 1400 1538.30508474576 1756.61016949153 1827.81355932203 2006.16949152542 2061.1186440678 2163.42372881356 2277.61016949153 2434.30508474576 2461.83050847458 2435 3129 3003.81355932203 2767.84745762712 2911.89830508475 3117.03389830508 3185.15254237288 3242.93220338983 3191.76271186441 3128.74576271186 3058.49152542373 3296 3933 3975.45762711864 3960.86440677966 3988.03389830508 4084.01694915254 4158.1186440678 4311.57627118644 4218.33898305085 4407.62711864407 4274.62711864407 4463
"134" 134 "aU" "F" 501 614.627118644068 668.372881355932 696.779661016949 660.186440677966 650.64406779661 619.813559322034 577.898305084746 529.847457627119 444.983050847458 271 1132 1180.4406779661 1167.5593220339 1182.01694915254 1140.10169491525 1159.13559322034 1153.49152542373 1074.27118644068 975.016949152542 919.101694915254 826 3034 2999.79661016949 2977.54237288136 2933.05084745763 2866.23728813559 3149.40677966102 3046.71186440678 3029.62711864407 3048.35593220339 3063.45762711864 3332 3933 3981 4087.93220338983 4254.42372881356 4106.96610169492 4044.52542372881 4062.84745762712 4007 3856 3840.33898305085 3908
"135" 135 "aI" "F" 627 748.491525423729 805.542372881356 887.576271186441 840.762711864407 736.254237288136 679.423728813559 584.457627118644 539.830508474576 510.677966101695 457 1316 1297.20338983051 1288.40677966102 1428.86440677966 1691.23728813559 1943.32203389831 2113.81355932203 2211.37288135593 2267 2239.08474576271 2363 2908 2949.32203389831 2928.06779661017 2915.57627118644 2853.10169491525 2845.62711864407 2873.86440677966 2834.25423728814 2893.93220338983 2895.33898305085 3481 3907 3974.20338983051 3977.77966101695 4045.40677966102 4039.35593220339 4062.25423728814 4090.27118644068 4045.66101694915 4251.30508474576 4276.84745762712 4364
"136" 136 "aI" "F" 579 698.220338983051 830.864406779661 828.135593220339 822.389830508475 793.932203389831 726.254237288136 650.474576271186 640.71186440678 564.949152542373 306 1612 1423.69491525424 1792.18644067797 1982.27118644068 1993.15254237288 2019.38983050847 2082.83050847458 2112.59322033898 2212.08474576271 2222.59322033898 2152 3022 2992.1186440678 2994.45762711864 2916.23728813559 3107.23728813559 3178.47457627119 3235.64406779661 3110.52542372881 3194.64406779661 3325.47457627119 3469 4075 4084.79661016949 4097.8813559322 3964.35593220339 3945.57627118644 4024.38983050847 3925.25423728814 4013.37288135593 4066.10169491525 4114.06779661017 4166
"137" 137 "OY" "F" 405 467.389830508475 579.067796610169 500.28813559322 528.067796610169 474.271186440678 406.525423728814 359.762711864407 310.254237288136 281 275 976 980.474576271186 1088.01694915254 1171.50847457627 1350.69491525424 1512.25423728814 1674.49152542373 1952.50847457627 2120.8813559322 2048.1186440678 2070 2933 2725.54237288136 3593.93220338983 2662.22033898305 2690.5593220339 2337.83050847458 2687.30508474576 2816.8621206149 2821.30508474576 2869.37288135593 3097 3745 3671.69491525424 4932.98305084746 3641.72881355932 3737.15254237288 3908.72881355932 4052.40677966102 3685.25423728814 3701.49152542373 3767.25423728814 4004
"138" 138 "aI" "F" 780 907.457627118644 980 980 980 901.966101694915 666.118644067797 557.322033898305 466.559322033898 373.440677966102 274 1760 1789.15254237288 1858.30508474576 1927.45762711864 1996.61016949153 2117.28813559322 2194.91525423729 2220 2220 2220 2200 3074 3014.96610169492 2914.76271186441 2782.77966101695 2822.91525423729 2886.64406779661 2910.71186440678 2891.89830508475 3109.61016949153 3156.96610169492 3018 4356 4089.93220338983 3999.35593220339 3885.16949152542 3809.8813559322 3866.61016949153 4108.66101694915 4306.45762711864 4071.23728813559 4105.93220338983 4045
"139" 139 "aI" "F" 508 597.881355932203 511.474576271186 613.847457627119 493.35593220339 412.101694915254 377.983050847458 369.813559322034 362.186440677966 352.864406779661 336 1302 1464.98305084746 1171.81355932203 2010.81355932203 2138.05084745763 2198.8813559322 2232.96610169492 2227.37288135593 2229.74576271186 2210.42372881356 2187 2891 2884.79661016949 2901.22033898305 2874.74576271186 2908.5593220339 2904.64406779661 3184.93220338983 3262.45762711864 3313.57627118644 3225.35593220339 3327 3846 3865.71186440678 3971.77966101695 3974.86440677966 4054.72881355932 3988.96610169492 3970.52542372881 3938.30508474576 3997.25423728814 4037.96610169492 4061
"140" 140 "aU" "F" 520 589.152542372881 698.305084745763 700 683.389830508475 640 573.152542372881 501.338983050847 363.389830508475 320 320 1180 1180 1160 1160 1120 1060 1040 1040 1040 1040 1040 3133 3045.54237288136 3081.76271186441 3001.86440677966 2974.8813559322 2950.1186440678 2969.72881355932 3016.49152542373 3064.96610169492 3220.94915254237 3441 3701 3531.38983050847 3945.57627118644 4053.22033898305 4043.20338983051 4022.89830508475 4080.59322033898 3974.15254237288 3926 3908.52542372881 3858
"141" 141 "aI" "F" 614 706.033898305085 815.661016949153 740.64406779661 648.135593220339 666.983050847458 622.881355932203 479.338983050847 461.983050847458 451.033898305085 283 1353 1265.38983050847 1259.15254237288 1713.59322033898 1789.20338983051 2045.64406779661 2134.86440677966 2205.45762711864 2260.93220338983 2303.86440677966 2156 3228 3105.93220338983 2983.25423728814 3095.62711864407 3036.45762711864 3072.64406779661 3238.25423728814 2918.5593220339 3129.1186440678 3237.67796610169 3277 4786 3702.57627118644 4021.72881355932 4011.52542372881 4038.5593220339 4026.33898305085 4191.8813559322 4114.71186440678 4139.98305084746 4196 4138
"142" 142 "aI" "F" 501 684.881355932203 808.932203389831 868.338983050847 853.35593220339 659.423728813559 465.525423728814 499.71186440678 501.864406779661 467.118644067797 288 1646 1555.37288135593 1998.69491525424 1830.01694915254 1764.38983050847 1902.06779661017 1969.79661016949 2157.28813559322 2212 2203.91525423729 2092 3005 2954.01694915254 2936.10169491525 2958.57627118644 3016.18644067797 3215.8813559322 3042.16949152542 3110.06779661017 3194.13559322034 3328.72881355932 3150 4132 3986.62711864407 4075.66101694915 4029.89830508475 3906.49152542373 3896.8813559322 4056.27118644068 3982.18644067797 3953.83050847458 4022.20338983051 4101
"143" 143 "aI" "F" 605 735.491525423729 836.118644067797 882.71186440678 717 611.101694915254 538.169491525424 427.508474576271 460.694915254237 429.966101694915 294 1271 1447.1186440678 1594.23728813559 1781.35593220339 2002.71186440678 2183.38983050847 2260 2307.71186440678 2376.42372881356 2323.54237288136 2200 3097 3115.61016949153 3004.49152542373 3227.52542372881 3000.67796610169 3106.45762711864 3077.49152542373 3033.79661016949 3043.98305084746 3251.33898305085 3436 3853 3888.64406779661 3868.30508474576 4422.33898305085 4030.42372881356 4093.77966101695 4059.57627118644 4307.84745762712 4194.10169491525 4319.61016949153 4159
"144" 144 "aI" "F" 950 871.305084745763 812.491525423729 618.627118644068 385.389830508475 368 375.983050847458 362 354.440677966102 340.237288135593 320 1558 1533.69491525424 1563.38983050847 1619.32203389831 1925.28813559322 2144.59322033898 2167.03389830508 2281.93220338983 2265.08474576271 2216.74576271186 2162 3154 3133.08474576271 3158.59322033898 3022.47457627119 2998.28813559322 2967.33898305085 2976.93220338983 3060.13559322034 3061.69491525424 3102.25423728814 3125 3904 3892.33898305085 3861.18644067797 3912.8813559322 3949.27118644068 3951.47457627119 3932.94915254237 4026.25423728814 4079.42372881356 4081.54237288136 4102
"145" 145 "aU" "F" 500 520 520 500 480 468.474576271186 370.169491525424 338.983050847458 327.661016949153 341.525423728814 353 1460 1321.69491525424 1183.38983050847 1020 1037.4406779661 973.983050847458 925.084745762712 875.389830508475 872.610169491525 962.694915254237 1063 2749 2780.98305084746 2887.28813559322 2884.37288135593 2925.30508474576 2894.64406779661 2942.57627118644 2621.06779661017 2922.30508474576 2896.35593220339 2727 3906 3978.96610169492 3957.16949152542 3958.13559322034 4106.76271186441 3755.64406779661 3781.86440677966 3691.94915254237 3719.96610169492 3718.93220338983 3725
"146" 146 "aI" "F" 482 623.966101694915 726.847457627119 816.983050847458 835.169491525424 792.508474576271 739.864406779661 698.050847457627 645.389830508474 421.016949152542 329 1592 1540.10169491525 1631.28813559322 1749.03389830508 2000.84745762712 2149.1186440678 2234.10169491525 2356.64406779661 2423.35593220339 2348.72881355932 2147 2999 2996.62711864407 3011.13559322034 3027.50847457627 3061.08474576271 3082.15254237288 3061.57627118644 3054.40677966102 3072.67796610169 3093.1186440678 3028 4085 4030.59322033898 3983.33898305085 3982.77966101695 4273.01694915254 4230.42372881356 4152 3941.52542372881 3961.72881355932 4177.84745762712 4189
"147" 147 "aU" "F" 600 680 680 600.457627118644 527.457627118644 476.542372881356 482 466.203389830508 421.322033898305 327.220338983051 280 1235 1050.13559322034 1185.01694915254 1178.42372881356 1049.42372881356 1011.16949152542 1041.77966101695 1018.81355932203 908.779661016949 1278.98305084746 1648 3086 3079.38983050847 3007.76271186441 2997.69491525424 2997.01694915254 3029.23728813559 2961.27118644068 2943.62711864407 2824.64406779661 2966.54237288136 3560 3898 3969.49152542373 3909.10169491525 3900.4406779661 3953.03389830508 3961.77966101695 3947.77966101695 3938.49152542373 3710.98305084746 4175.08474576271 4559
"148" 148 "aI" "F" 1020 940.677966101695 880.677966101695 741.016949152542 645.084745762712 549.101694915254 424.71186440678 406.338983050847 359.677966101695 314.28813559322 253 1520 1440 1518.64406779661 1618.98305084746 1858.64406779661 2000 2221.64406779661 2239.47457627119 2241.13559322034 2125.42372881356 2025 3029 3373.37288135593 3012.49152542373 2979.84745762712 2909.25423728814 2876.76271186441 2870.47457627119 2896.8813559322 2913.81355932203 2979.66101694915 3138 3854 3984.76271186441 3796.38983050847 3955.05084745763 3987.98305084746 4015.08474576271 4075.93220338983 4071.05084745763 4147.22033898305 4204.52542372881 4252
"149" 149 "aI" "F" 589 699.593220338983 753.016949152542 924.457627118644 902.406779661017 866.186440677966 750.322033898305 680.101694915254 618.271186440678 537.915254237288 471 1300 1383.05084745763 1438.30508474576 1547.45762711864 1668.81355932203 1865.76271186441 2014.91525423729 2142.71186440678 2264.40677966102 2327.45762711864 2400 2747 2964.59322033898 2899.16949152542 2878.03389830508 2894.81355932203 2878.08474576271 2923.71186440678 2911.69491525424 2967.84745762712 3022.74576271186 3013 3983 3885.62711864407 3886.72881355932 4171.66101694915 4016.54237288136 3970.33898305085 3917.74576271186 4019.08474576271 3972.8813559322 4062 4243
"150" 150 "aI" "F" 815 847.254237288136 882.610169491525 913.779661016949 888.728813559322 758.508474576271 703.372881355932 630.440677966102 549.559322033898 402.847457627119 333 1372 1551.18644067797 1664.74576271186 1867.1186440678 2004.74576271186 2120 2126.40677966102 2216.74576271186 2229.13559322034 2234.35593220339 2193 3026 2956.96610169492 2873.40677966102 2816.45762711864 2794.59322033898 2887.37288135593 2998 2962.35593220339 2978.4406779661 3046.28813559322 3722 3880 3930.72881355932 3888.45762711864 3911.67796610169 4059.74576271186 4135.74576271186 4078 4107.40677966102 4125.50847457627 4165.94915254237 4338
"151" 151 "aI" "F" 560 717.966101694915 817.966101694915 891.559322033898 856.864406779661 794.847457627119 748.271186440678 662.949152542373 442.254237288136 339.271186440678 287 1660 1755.93220338983 1820 1990.84745762712 2080 2270.42372881356 2218.35593220339 2258.79661016949 2279.15254237288 2293.28813559322 2128 2870 2730.37288135593 2977.66101694915 2955.06779661017 2994.33898305085 2958.79661016949 2973.25423728814 3026.71186440678 3033.77966101695 3026.28813559322 2964 3898 3856.86440677966 4008.35593220339 3886.62711864407 3901.13559322034 3964.08474576271 4088.13559322034 4135.13559322034 4097.8813559322 4129.96610169491 4122
"152" 152 "OY" "F" 431 509.830508474576 521.813559322034 493 506.677966101695 635.101694915254 600.64406779661 474.406779661017 461.898305084746 352.610169491525 322 1461 1250.38983050847 1134.71186440678 1165.08474576271 1313.5593220339 1625.42372881356 1790.16949152542 1859.98305084746 2155.35593220339 2100 2080 2956 2777.27118644068 2762.38983050847 2859.03389830508 2771.52542372881 2690.50847457627 2707.35593220339 2503.77966101695 3314.67796610169 2920.22033898305 3157 3791 3654.23728813559 3760.83050847458 3870 3862.86440677966 3813.66101694915 3827.64406779661 3833.94915254237 4438.38983050847 3941.37288135593 3709
"153" 153 "aI" "F" 563 810.406779661017 860.118644067797 859.101694915254 816.457627118644 773.542372881356 733.830508474576 697.576271186441 675.118644067797 627.813559322034 442 1038 1270.64406779661 1590.98305084746 1680.86440677966 1930.69491525424 2220.1186440678 2243.15254237288 2102.32203389831 2114.86440677966 2026.64406779661 2152 2993 3061.93220338983 3072 3053.28813559322 3023.72881355932 3021.61016949153 3050.84745762712 3099.08474576271 3091.22033898305 3021.94915254237 3217 3678 3870.47457627119 3987.06779661017 4010.37288135593 3933.94915254237 4031.93220338983 4076.20338983051 4043.8813559322 4023.03389830508 4092.16949152542 4126
"154" 154 "aI" "F" 515 688.135593220339 739 867.915254237288 748.101694915254 697.322033898305 537.610169491525 422.661016949153 403.796610169491 274.237288135593 220 1260 1305.08474576271 1360 1505.76271186441 1780.67796610169 2041.18644067797 2145.5593220339 2259.42372881356 2510.35593220339 2362.93220338983 2252 3073 3044.35593220339 2946.35593220339 2737.69491525424 2879.27118644068 2861.91525423729 2970.40677966102 3068.33898305085 2992.42372881356 3128.1186440678 3059 3901 3883.30508474576 3939.8813559322 3998.27118644068 4263.08474576271 4189.72881355932 4100.27118644068 4090.81355932203 4221.30508474576 4284.15254237288 4228
"155" 155 "aU" "F" 539 621.457627118644 611.966101694915 526.508474576271 457.745762711864 416.271186440678 397 380.898305084746 399.254237288136 323.779661016949 509.61312849162 995 1138.33898305085 1141.37288135593 1082.37288135593 1028.5593220339 999.338983050847 1025.32203389831 1132.83050847458 1377.94915254237 1544.4406779661 1914 2740 2784.76271186441 2706.30508474576 2742.03389830508 2778.74576271186 2651.06779661017 2692.86440677966 2613.98305084746 2677.01694915254 2739.32203389831 2954.35335195531 3959 3915.32203389831 3846.37288135593 3821.94915254237 3742.10169491525 3713.13559322034 3762.64406779661 3727.67796610169 3797.91525423729 3903 3817
"156" 156 "aU" "F" 560 711.050847457627 758.440677966102 747.28813559322 696.627118644068 598.101694915254 600.762711864407 560.847457627119 436.016949152542 345.203389830509 271 1191 1237.25423728814 1238.49152542373 1214.66101694915 1165.06779661017 1067.94915254237 1121.77966101695 1118.89830508475 882.186440677966 847.694915254237 945 3084 3035.77966101695 2983.35593220339 2942.62711864407 2973.06779661017 2928.03389830508 3039.91525423729 3130.01694915254 3096.06779661017 3034.96610169492 3290 3813 3867.77966101695 3948.25423728814 4127.6779661017 4155.84745762712 4091.1186440678 4006.10169491525 4036.66101694915 3999.49152542373 3849.74576271186 3922
"157" 157 "aI" "F" 776 867.169491525424 893.152542372881 884.152542372881 841.169491525424 773.152542372881 725.949152542373 670.491525423729 595.864406779661 468.220338983051 381 1259 1471 1601.8813559322 1668.86440677966 2016.08474576271 2086.84745762712 2120.71186440678 2177.25423728814 2168.10169491525 2190.28813559322 2158 3066 3194.1186440678 3080.71186440678 2941.66101694915 2882.06779661017 2963.38983050847 3031.98305084746 3137.15254237288 3067.64406779661 3041.1186440678 3127 3850 3801.86440677966 3853.74576271186 3857.18644067797 3887.32203389831 4016.28813559322 4067.22033898305 4050.30508474576 4071.61016949153 4057.83050847458 4119
"158" 158 "aU" "F" 638 801.135593220339 709.084745762712 601.949152542373 533.220338983051 508.796610169491 410.254237288136 375.71186440678 356.118644067797 328.101694915254 296 1389 1352.01694915254 1271.62711864407 1146.5593220339 1066.57627118644 1026.05084745763 826.525423728814 807.305084745763 833.983050847458 897.169491525424 1291 2798 2764.27118644068 2793.94915254237 2841.03389830508 2856.64406779661 2953.64406779661 2873.03389830508 2898.32203389831 2915.5593220339 2734.4406779661 2648 3995 3905.18644067797 3995.96610169492 3975.40677966102 4033.67796610169 3978.52542372881 3935.93220338983 4004.42372881356 4042.32203389831 3875.83050847458 3629
"159" 159 "aU" "F" 715 772.186440677966 666.762711864407 648.084745762712 546.847457627119 478.06779661017 418.423728813559 409.762711864407 423.457627118644 391.542372881356 288 1291 1270.67796610169 1155.28813559322 1124.89830508475 1002.49152542373 1006.33898305085 1002.77966101695 1096.35593220339 1180.83050847458 1203.52542372881 1785 3107 3031.20338983051 3036.45762711864 3105.05084745763 3145.62711864407 3256.96610169492 3006.1186440678 2962.81355932203 2923.52542372881 2956.98305084746 3083 4055 4047.86440677966 4027.32203389831 4065.79661016949 3970.57627118644 3965.52542372881 4019.16949152542 3992.25423728814 3911.47457627119 3933.67796610169 4254
"160" 160 "aI" "F" 478 813.559322033898 948.474576271186 1000.45762711864 906.389830508475 723.35593220339 513.677966101695 485.423728813559 488.457627118644 348.135593220339 305 1300 1393.5593220339 1467.1186440678 1540.67796610169 1774.23728813559 2116.96610169492 2174.61016949153 2268.83050847458 2305.03389830508 2293.20338983051 2112 2886 2970.1186440678 2888.96610169492 2803.49152542373 2798 2930.33898305085 2938.52542372881 3208.72881355932 3117.4406779661 3085.64406779661 3189 3755 3766.69491525424 3592.54237288136 3622.22033898305 3968.96610169492 4139.40677966102 4094.20338983051 4156.50847457627 4228.03389830509 4440.54237288136 4529
"161" 161 "aI" "F" 776 848.322033898305 825.474576271186 761.050847457627 583.898305084746 476.457627118644 382.169491525424 365.847457627119 376.152542372881 299.745762711864 254 1960 2065.42372881356 2165.42372881356 2220 2220 2220 2291.35593220339 2321.89830508475 2262.23728813559 2247.86440677966 2247 2953 2941.91525423729 2932.79661016949 3081.89830508475 3010.27118644068 3065.18644067797 3071.57627118644 3135.30508474576 3157.81355932203 3267.64406779661 3319 3998 3994.05084745763 3999.40677966102 3987.84745762712 3988.42372881356 4047.32203389831 4099.40677966102 4059.28813559322 4064.33898305085 4097.66101694915 4190
"162" 162 "aI" "F" 687 846.983050847458 876.966101694915 902 884.372881355932 842.118644067797 729.322033898305 648.593220338983 512.067796610169 459.305084745763 425 2001 1772.93220338983 1755.61016949153 1562.05084745763 1569.96610169492 1885.40677966102 2107.4406779661 2221.94915254237 2390.98305084746 2246.77966101695 2330 2914 2909.49152542373 2937.98305084746 2934.32203389831 2902.28813559322 2994.96610169492 3000.83050847458 3209 3379.69491525424 3156.91525423729 3084 4175 4191.40677966102 4327.83050847458 4066.15254237288 3989.18644067797 4054.13559322034 4034.13559322034 4047.25423728814 4112.52542372881 4223.86440677966 4274
"163" 163 "aI" "F" 663 742.271186440678 777.576271186441 809.406779661017 796.93220338983 693.559322033898 615.220338983051 545.135593220339 449.64406779661 410.576271186441 337 1560 1420 1457.30508474576 1490.67796610169 1595.96610169492 1743.05084745763 1956.93220338983 2110.64406779661 2215.32203389831 2041.86440677966 1688 2782 2819.62711864407 2886.40677966102 2833.54237288136 2750.10169491525 2787.10169491525 2879.40677966102 2890.52542372881 2640.37288135593 2715.37288135593 2556 4202 4185.74576271186 4065.8813559322 4080.66101694915 4007.20338983051 4008.45762711864 4005.01694915254 4018.66101694915 3989.94915254237 3909.76271186441 3722
"164" 164 "aI" "F" 631 798.830508474576 864.627118644068 852.372881355932 803.864406779661 706.508474576271 565.491525423729 480.135593220339 313.169491525424 314.949152542373 299 1700 1801.35593220339 1882.71186440678 1944.06779661017 2000 2046.77966101695 2088.13559322034 2297 2439.33898305085 2568.94915254237 2598 3066 2864.4406779661 2808.84745762712 2888.93220338983 2861.64406779661 2938.13559322034 3004.38983050847 3077.40677966102 3045.32203389831 3184.74576271186 3227 4158 4055.89830508475 3728.13559322034 4364.49152542373 4158.10169491525 4248.98305084746 4008.05084745763 4161.71186440678 4210.54237288136 4143.83050847458 4107
"165" 165 "aI" "F" 670 738.186440677966 688.949152542373 904.677966101695 897.084745762712 751.457627118644 657.016949152542 516.576271186441 476.152542372881 320.525423728814 281 1380 1450.50847457627 1530.50847457627 1711.52542372881 1821.01694915254 1936.27118644068 2054.57627118644 2389.01694915254 2581.06779661017 2534.96610169492 2390 2983 3048.49152542373 2876.5593220339 2909.93220338983 2773.74576271186 2841.62711864407 2911.45762711864 2926.27118644068 3018.38983050847 3110.54237288136 3503 3737 3810.47457627119 3677.40677966102 3846.32203389831 3958.4406779661 3962.35593220339 4053.16949152542 4080.37288135593 4231.57627118644 4323.23728813559 4289
"166" 166 "OY" "F" 567 586.050847457627 542.898305084746 581.813559322034 659.338983050847 588.627118644068 488.677966101695 428.627118644068 415 435.64406779661 419 1096 1120 1161.01694915254 1280 1361.01694915254 1532.54237288136 1683.05084745763 1872.20338983051 2015.83050847458 1814.30508474576 1601 2970 3008.05084745763 3053.1186440678 2935.98305084746 2856.1186440678 2791.64406779661 2735.35593220339 3545.18644067797 2755.32203389831 2824.54237288136 3035 3927 3983.62711864407 3990.28813559322 4003.25423728814 4023.15254237288 4024.05084745763 4032.18644067797 4314.91525423729 4071.4406779661 4043.52542372881 3983
"167" 167 "aU" "F" 480 580 580 561.169491525424 494.033898305085 494.813559322034 454.084745762712 413.135593220339 367.033898305085 339.220338983051 313 1242 1262.54237288136 1160.15254237288 1116.49152542373 1010.01694915254 1028 1035.74576271186 1066.59322033898 1050.62711864407 1168.76271186441 1236 2791 2953.93220338983 2907.71186440678 2946.4406779661 2883.27118644068 2933.32203389831 3244.57627118644 2987.8813559322 2967.64406779661 3005.16949152542 3124 3959 3944.72881355932 3932.8813559322 3825.67796610169 3760.05084745763 3851.67796610169 3816.06779661017 3763.45762711864 3688.74576271186 4029.71186440678 4445
"168" 168 "aI" "F" 740 914.576271186441 956.152542372881 906.474576271186 878.542372881356 840 811.593220338983 628.983050847458 455.457627118644 382.728813559322 280 1440 1577.28813559322 1660 1609.77966101695 1698.37288135593 1866.8813559322 2148.61016949153 2253.47457627119 2342.22033898305 2280.93220338983 2037 2801 3111.61016949153 3085.45762711864 3329.54237288136 3213.94915254237 3049.89830508475 3028.10169491525 3077.18644067797 3058.93220338983 3094.69491525424 3113 3901 3985.86440677966 3886.64406779661 3977.81355932203 3910.62711864407 3908.38983050847 3966.93220338983 4017.08474576271 4055.37288135593 4144.59322033898 4230
"169" 169 "aU" "F" 659 777.338983050847 825.864406779661 855.406779661017 786.118644067797 675.220338983051 435.389830508475 330.694915254237 302.305084745763 267.033898305085 244 1258 1271.71186440678 1284 1130.96610169492 1105.64406779661 1078.33898305085 967.491525423729 901.135593220339 863.542372881356 754.661016949153 761 2971 3470.01694915254 3250.79661016949 3218.01694915254 3169.01694915254 3273.33898305085 3260.20338983051 3331.79661016949 3586.59322033898 2541.89830508475 2618 3635 4842.79661016949 3753.45762711864 3793.89830508475 3750.76271186441 3807.98305084746 3848.89830508475 3849.16949152542 3676.77966101695 3585.05084745763 3294
"170" 170 "OY" "F" 425 518.118644067797 514.35593220339 513.35593220339 534.372881355932 554.779661016949 497.186440677966 396.694915254237 352.305084745763 282.186440677966 252 1336 1218.61016949153 1126.77966101695 1097.47457627119 1160.38983050847 1431.86440677966 1661.35593220339 1933.22033898305 2158.98305084746 2300.67796610169 2360 2770 3567.59322033898 2786.59322033898 2897.91525423729 2902.01694915254 2807.27118644068 2668.76271186441 2632.89830508475 3180.08474576271 2730.47457627119 2880 3571 3893.2976744186 3624.50847457627 3749.52542372881 3757.23728813559 3826.67796610169 3815.96610169492 3820.98305084746 4227.69491525424 4014.20338983051 3813
"171" 171 "aI" "F" 830 892.305084745763 924.389830508475 894.135593220339 867.576271186441 771.661016949153 704.169491525424 660.661016949153 565.610169491526 387.610169491526 294 1564 1592.25423728814 1634.22033898305 1724.66101694915 1912.05084745763 2070.42372881356 2171.28813559322 2335.42372881356 2392.42372881356 2270.66101694915 2212 2920 2973.05084745763 3033.89830508475 3032.01694915254 2939.76271186441 2939.8813559322 2922.05084745763 2991.93220338983 2977.33898305085 2949.30508474576 2951 3910 3848.22033898305 3931.33898305085 4005.1186440678 4019.8813559322 3982.57627118644 3992.47457627119 4010.37288135593 4091.4406779661 4081.89830508475 4109
"172" 172 "aU" "F" 588 691.542372881356 707.813559322034 661.508474576271 553.847457627119 516.152542372881 433.203389830508 434.508474576271 418.983050847458 375.762711864407 335 1283 1230.67796610169 1242 1154.25423728814 1078.22033898305 1050.86440677966 906.932203389831 980.64406779661 1183.03389830508 1392.62711864407 1526 2950 3047.06779661017 2970.32203389831 2920.08474576271 2910.93220338983 2952.13559322034 2868.59322033898 2981.32203389831 2971.25423728814 3092.22033898305 3184 3793 3859.86440677966 3866.71186440678 3930.86440677966 3935.16949152542 4005.72881355932 3923.01694915254 3835.20338983051 4061.69491525424 4248.4406779661 4484
"173" 173 "aU" "F" 828 802.627118644068 668 565.101694915254 511.728813559322 440.932203389831 418.084745762712 420.423728813559 425.372881355932 408 340 1383 1321.01694915254 1139.61016949153 1109.61016949153 1085.25423728814 903.64406779661 895.305084745763 916.338983050847 1079.06779661017 1165.50847457627 1753 2947 2917.45762711864 3026.45762711864 3073.23728813559 3218.96610169492 3024.77966101695 3008.81355932203 3018.83050847458 2833.10169491525 2596.22033898305 3398 3961 3878.25423728814 3895.54237288136 3914.28813559322 4648.86440677966 3931.81355932203 3875.66101694915 3896 3642.38983050847 3745.71186440678 4221
"174" 174 "aI" "F" 449 607.64406779661 732.186440677966 806.389830508475 878.576271186441 840.966101694915 726.610169491525 639.169491525424 539.423728813559 413.42372881356 315 1681 1560.22033898305 1587.94915254237 1397.47457627119 1778.79661016949 1990.64406779661 2096.22033898305 2121.38983050847 2200.96610169492 2429.76271186441 1936.63704819277 3135 2996.05084745763 2980.18644067797 2932.64406779661 2891.37288135593 2881.66101694915 2891.57627118644 2846.35593220339 2912.94915254237 2804.27118644068 2672 4015 4022.81355932203 4021.57627118644 4076.01694915254 4102.61016949153 4086.06779661017 4097.05084745763 4122.57627118644 4176.45762711864 4308.33898305085 4279
"175" 175 "aI" "F" 517 677.271186440678 753.881355932203 795.508474576271 830.661016949153 798.796610169491 765.627118644068 721.830508474576 653.338983050847 565.542372881356 373 1648 1680.66101694915 1695 1845.76271186441 1937.77966101695 2016.72881355932 2147.32203389831 2200.30508474576 2249.5593220339 2202.86440677966 2152 2988 2987.72881355932 2944.18644067797 2916.16949152542 2922.03389830508 2992.72881355932 3014.50847457627 3026.27118644068 3027.05084745763 3067 3104 4141 4010.79661016949 3905.64406779661 3974.96610169492 3959.08474576271 4048.37288135593 3991.20338983051 3988.1186440678 4027.5593220339 4055.71186440678 4132
